"locus_tag","logFC","logCPM","F","PValue","FDR","gene_name","spi","DE"
"SL1344_3384",1.87826741607129,10.7539320012575,126.625238906706,3.78208069327984e-06,3.90185939359349e-05,"rpsK",NA,"Amplified"
"SL1344_3790",-1.60339609979176,7.09250937149536,126.557255402077,3.7897058087985e-06,3.90185939359349e-05,"torR","-","Attenuated"
"SL1344_3259",1.68545177425907,10.161778127592,126.363972444427,3.81149011682056e-06,3.91494484856283e-05,"infB",NA,"Amplified"
"SL1344_3773",2.08036224550441,7.11396185921738,126.046413272516,3.84762288086782e-06,3.93926992194093e-05,"yidH","-","Amplified"
"SL1344_3934",1.80106332496563,6.6583976683847,125.9956802348,3.85343511140258e-06,3.93926992194093e-05,"STM3980",NA,"Amplified"
"SL1344_1141",3.7416709349684,6.12418036961444,125.649283844854,3.89521061461358e-06,3.97256231476194e-05,"fhuE","-","Amplified"
"STnc3720",-3.72060243785042,3.44328296820288,125.478415931296,3.91332783021346e-06,3.98162647630681e-05,"STnc3720",NA,"Attenuated"
"SL1344_0555",-1.96465355883374,6.68604233717312,125.23055149164,3.94244060661979e-06,4.00180912399006e-05,"STM0567",NA,"Attenuated"
"SL1344_2501",1.96434467801629,8.03204961193039,123.882597501354,4.1056019976983e-06,4.15764483992264e-05,"hscA","-","Amplified"
"SL1344_1082",-4.55289345167009,6.09887398902975,128.405652673585,4.13481800559323e-06,4.17742502953846e-05,"csgC","-","Attenuated"
"SL1344_2183",4.25549972129889,6.00710312803009,126.07020416973,4.19501598470689e-06,4.22792676073198e-05,"fruB","-","Amplified"
"SL1344_1736",5.11731309685373,6.62408097023575,127.826225270231,4.20440561046365e-06,4.22792676073198e-05,"STM1808",NA,"Amplified"
"SL1344_1835",1.5779621131548,7.25478384611989,122.92722750222,4.22638808698274e-06,4.2401484202892e-05,"ntpA","-","Amplified"
"SL1344_1553",-1.64362090767358,7.12842855768616,122.501205604016,4.2816833551817e-06,4.28565707523291e-05,"STM1623",NA,"Attenuated"
"SL1344_1017",-2.43992039499475,4.39795618035079,121.525773102397,4.41174226863089e-06,4.40561484881335e-05,"yccT","-","Attenuated"
"SL1344_4013",2.37609940537257,8.8110006084534,121.288033765359,4.44418831431938e-06,4.42776637135654e-05,"cdh-a","-","Amplified"
"SL1344_0950",-1.53859875052474,7.18152150059149,120.962017876106,4.48916966529686e-06,4.44975557180624e-05,"STM1012",NA,"Attenuated"
"SL1344_0983",2.89273347885962,10.0060447454012,120.909212366701,4.4965089670052e-06,4.44975557180624e-05,"sodCa","-","Amplified"
"SL1344_0067",-3.32843617181327,8.77328252651598,120.864677911183,4.50475067909457e-06,4.44975557180624e-05,"carA","-","Attenuated"
"SL1344_3759",-1.93507231020548,5.45603080624053,120.774572664472,4.51529032279696e-06,4.44975557180624e-05,"STM3793",NA,"Attenuated"
"SL1344_2114",4.31456923596854,7.48057714557711,125.35826720906,4.51783249988673e-06,4.44975557180624e-05,"srcA","-","Amplified"
"SL1344_1338",4.99784315017308,7.4840924354429,125.178226752328,4.54182938583977e-06,4.46320090444482e-05,"sseF","SPI-2","Amplified"
"SL1344_1026",2.30271232041828,6.93422613250273,120.387133496268,4.56988650551602e-06,4.47961333903115e-05,"pipA","-","Amplified"
"SL1344_3955",1.62822298768112,8.88802340746781,120.320925827588,4.57929875408609e-06,4.47961333903115e-05,"typA","-","Amplified"
"STnc1460",-2.61809710102954,11.0799235222588,119.695216347102,4.66946150714489e-06,4.55747894611381e-05,"STnc1460","-","Attenuated"
"SL1344_4224",2.76596338016828,7.84181051087747,119.183829958364,4.74480724306625e-06,4.61968239791228e-05,"phnO","-","Amplified"
"SL1344_1498",-1.85620995217785,7.07960877686366,119.118041238792,4.75461053470805e-06,4.61968239791228e-05,"fdnI","-","Attenuated"
"SL1344_1164",-2.26710792970432,7.33502459992765,118.494738098638,4.848760687764e-06,4.70057384427278e-05,"pepT","-","Attenuated"
"SL1344_2408",-2.42730785912888,9.1375279622906,118.221708264466,4.89073702389028e-06,4.7306366639154e-05,"ucpA","-","Attenuated"
"SL1344_2278",-1.66299287364313,6.37568466911495,118.114993171876,4.90726735488333e-06,4.73600701766592e-05,"menD","-","Attenuated"
"SL1344_0476",2.7732445322771,6.68403926021883,117.808787650358,4.95508913014315e-06,4.76849080229145e-05,"apt","-","Amplified"
"SL1344_1445",-1.84909989084997,6.00834647471971,117.758282096486,4.96303284707664e-06,4.76849080229145e-05,"ydeI","-","Attenuated"
"SL1344_4326",2.02306021192987,8.4944189564264,117.548617677987,4.99618077427734e-06,4.78027206678481e-05,"rpsR","-","Amplified"
"SL1344_4247",-2.41727354293024,5.26719150985507,117.540583875875,4.99745642586914e-06,4.78027206678481e-05,"STM4310",NA,"Attenuated"
"SL1344_3429",1.55846515638925,7.61617554750525,117.424325420778,5.01596233910942e-06,4.78226039736242e-05,"yheT","-","Amplified"
"SL1344_4463",3.94323333335247,7.2364381443732,120.050832297587,5.02892428460227e-06,4.78226039736242e-05,"cstAb","-","Amplified"
"SL1344_0781",-2.13846920177658,4.72836826051623,117.31906668134,5.03279142420617e-06,4.78226039736242e-05,"moaD","-","Attenuated"
"SL1344_4010",1.57425982475459,8.57069418464533,117.160676822963,5.05824878473371e-06,4.79588686974533e-05,"fieF","-","Amplified"
"SL1344_4481",5.21634133611928,6.63290272793611,121.419836282912,5.08145447843997e-06,4.80732338157677e-05,"fhuF","-","Amplified"
"SL1344_2233",2.01680683517791,5.78634388468043,116.708910190352,5.13175085860784e-06,4.83733369965117e-05,"yojI","-","Amplified"
"SL1344_4236",-2.49917540330734,4.70620185757631,116.662304560863,5.13940946819694e-06,4.83733369965117e-05,"melB","-","Attenuated"
"SL1344_1181",1.95039011808162,7.36585474816732,116.617319170977,5.14681541061633e-06,4.83733369965117e-05,"envE","-","Amplified"
"SL1344_3620",1.5953335812361,8.33315414133241,116.368727059587,5.18798303879795e-06,4.86542583247269e-05,"glyS",NA,"Amplified"
"SL1344_3260",1.52708985330816,9.35911467175084,116.234416475707,5.21039694360998e-06,4.87584651078816e-05,"nusA","-","Amplified"
"SL1344_1202",-3.00569512430995,8.0494608180432,116.15155922038,5.22428476879854e-06,4.87826071268331e-05,"STM1267",NA,"Attenuated"
"SL1344_3579",-2.79162497061333,8.92715992694071,115.88560942849,5.26917539752207e-06,4.90955133151408e-05,"dctA","-","Attenuated"
"SL1344_2962",1.46218096595436,7.36502090047896,115.618994784108,5.31466428533197e-06,4.93966802668819e-05,"gcvA","-","Amplified"
"SL1344_2048",2.31433142349769,6.03856989514112,115.562311195367,5.32439877702829e-06,4.93966802668819e-05,"hisG","-","Amplified"
"SL1344_1471",2.63521150758576,7.10095031902448,115.277471196341,5.37365495636422e-06,4.97466684157837e-05,"STM1542",NA,"Amplified"
"SL1344_3261",1.91873238204328,7.65359610951032,114.837758604446,5.45081870943441e-06,5.0352959127409e-05,"yhbC",NA,"Amplified"
"SL1344_1325",1.53015158784338,8.37891560864678,114.575165955908,5.49756265713995e-06,5.06612331715642e-05,"ssrB","SPI-2","Amplified"
"SL1344_2164",-2.12695355474291,5.4509937602245,114.518715001841,5.50767694887891e-06,5.06612331715642e-05,"yeiA","-","Attenuated"
"SL1344_1533",4.20669659984902,6.39152986141894,118.315138503619,5.58926077529005e-06,5.1302278690641e-05,"yncJ","-","Amplified"
"SL1344_3851",-1.96556669155061,9.36377995280533,113.908711477437,5.61847202807348e-06,5.14609094036285e-05,"rbsB","-","Attenuated"
"SL1344_1279",1.58283851949325,7.75721655178976,113.810369591461,5.63659432951817e-06,5.1517516816825e-05,"ydiU","-","Amplified"
"SL1344_1860",-2.0795101122491,8.04482760617768,113.734277745987,5.65066669159437e-06,5.15369473732307e-05,"flhD","-","Attenuated"
"SL1344_3382",1.72444815446043,11.8696710797648,112.883111025125,5.81112079603509e-06,5.28885550930282e-05,"pez",NA,"Amplified"
"SL1344_1416",1.71312029237217,6.73033369977023,112.755436230992,5.8356787025386e-06,5.30002482584243e-05,"ynfM","-","Amplified"
"SL1344_2219",3.69566806667303,4.94661840415747,112.451758903997,5.89461463951639e-06,5.31985817625273e-05,"STM2243",NA,"Amplified"
"SL1344_3500",-1.5571447613759,6.65522677270917,112.444297862618,5.89607199666916e-06,5.31985817625273e-05,"STM3533",NA,"Attenuated"
"SL1344_4435",2.2404460751546,6.45885440221517,112.367732478967,5.91105354195739e-06,5.31985817625273e-05,"STM4505",NA,"Amplified"
"SL1344_1565",3.96710860206886,5.10491761952402,112.355881668891,5.91337664893955e-06,5.31985817625273e-05,"STM1635",NA,"Amplified"
"SL1344_0110",2.07070930733749,5.56464019619489,112.326330116539,5.91917460501e-06,5.31985817625273e-05,"leuD","-","Amplified"
"SL1344_4176",-4.02149492298165,10.0176229882659,114.095452487949,6.06933687131626e-06,5.41821545659259e-05,"yjbJ","-","Attenuated"
"SL1344_2503",2.73984958381853,8.24268071751925,111.541507006419,6.07579486824413e-06,5.41821545659259e-05,"iscA","-","Amplified"
"STnc500",-1.88506006263125,5.91103049526105,111.497217487106,6.08478717955674e-06,5.41821545659259e-05,"STnc500","-","Attenuated"
"SL1344_2857",-6.48901025260282,8.78958995749708,115.530332389855,6.10015125084209e-06,5.41821545659259e-05,"iagB","SPI-1","Attenuated"
"SL1344_2648",1.71261281792858,9.38595485536084,111.361067416594,6.11253496714752e-06,5.41821545659259e-05,"rimM",NA,"Amplified"
"SL1344_4389",-2.6028174130926,9.28163801995145,111.354798864306,6.11381632947264e-06,5.41821545659259e-05,"yjgF","-","Attenuated"
"SL1344_4453",-2.54866213440993,4.16180072263885,111.341530047933,6.11652973426191e-06,5.41821545659259e-05,"STM4522",NA,"Attenuated"
"SL1344_2053",1.62671991608056,6.11604892168818,110.593469148258,6.27197478035837e-06,5.54452852509549e-05,"hisA","-","Amplified"
"SL1344_2041",-2.25941570828303,6.92291359801281,110.337681461575,6.32625984929545e-06,5.58108077502261e-05,"phsA","-","Attenuated"
"SL1344_2163",-2.77961194857504,5.95368255870337,109.999735132096,6.39888688772561e-06,5.63363225176496e-05,"STM2186",NA,"Attenuated"
"SL1344_3917",2.10917480608375,5.74642351005512,109.850924376564,6.43119845238846e-06,5.65054788668102e-05,"yigM","-","Amplified"
"SL1344_1452",2.84705611576415,5.14026883639459,109.58858971051,6.48865899253869e-06,5.68625933107968e-05,"sotB","-","Amplified"
"SL1344_2647",1.55862103808897,9.18354247220988,109.545287284598,6.49820549425657e-06,5.68625933107968e-05,"trmD",NA,"Amplified"
"SL1344_1009",-1.89917874287062,6.85098402863908,108.959620300474,6.62906717120551e-06,5.78902748513777e-05,"ycbG","-","Attenuated"
"SL1344_0578",3.27569793642593,4.0645814744988,108.701318255814,6.68783069298685e-06,5.82854577970612e-05,"fepC","-","Amplified"
"SL1344_2732",-1.79712345854197,6.24180390414399,108.162057414582,6.812630169739e-06,5.92534003069638e-05,"STM2748",NA,"Attenuated"
"SL1344_3477",-1.97500673770884,5.86563802535623,108.048209165059,6.83934967015593e-06,5.93661055876311e-05,"comF","-","Attenuated"
"SL1344_3551",-2.01202504394114,6.74874093130881,106.889159949954,7.11898709804535e-06,6.15345281485453e-05,"yhiH","-","Attenuated"
"SL1344_2162",-2.38476182737369,5.40321691661348,106.858431850372,7.12659372665061e-06,6.15345281485453e-05,"b2145","-","Attenuated"
"SL1344_3065",1.75235392173647,8.18595739393089,106.836789326535,7.13195736538541e-06,6.15345281485453e-05,"metK",NA,"Amplified"
"SL1344_3209",-2.62993641753533,6.04069035091638,106.708098762741,7.16395522254275e-06,6.16366129063017e-05,"yhaL",NA,"Attenuated"
"SL1344_0800",-2.21973180390945,6.15282726639315,106.674398069077,7.17236432057568e-06,6.16366129063017e-05,"ybiI","-","Attenuated"
"SL1344_3730",1.58298656289775,6.48359307445128,106.016425517178,7.33904883828183e-06,6.29433113214266e-05,"yicL","-","Amplified"
"SL1344_4025",-2.30100021573791,7.41110759270545,105.959877020422,7.35359965368544e-06,6.29433113214266e-05,"ydeZ","-","Attenuated"
"SL1344_2627",2.18363861335205,7.1499913565309,105.047568361147,7.59342408321499e-06,6.4867389098989e-05,"tyrA","-","Amplified"
"SL1344_0894",-1.62561752904119,6.9149766859885,104.969916306303,7.61428641079808e-06,6.49170584509544e-05,"cydC","-","Attenuated"
"SL1344_0915",1.6529842705488,7.28905723378798,104.795019459099,7.66153853427254e-06,6.51910793626267e-05,"aroA","-","Amplified"
"SL1344_4390",-5.15480435900029,7.85419684149243,108.359546134867,7.71395904202332e-06,6.54593434528524e-05,"pyrI","-","Attenuated"
"SL1344_0097",1.5138564397304,6.48903564462327,104.520085467405,7.7365628527227e-06,6.54593434528524e-05,"hepA","-","Amplified"
"SL1344_4243",-2.26289222963981,4.54802444996278,104.512713383184,7.73858719539979e-06,6.54593434528524e-05,"STM4306",NA,"Attenuated"
"SL1344_2182",2.40467780577106,5.19477692631653,104.135231757201,7.84313474985303e-06,6.62138616650998e-05,"fruK","-","Amplified"
"SL1344_1853",-4.14186679766046,7.69053797958554,106.805515024616,8.13212298747942e-06,6.8519489390598e-05,"cheR","-","Attenuated"
"SL1344_3699",-2.8921263226441,7.19637539697186,103.06225594702,8.1501241605549e-06,6.85373014203389e-05,"pyrE","-","Attenuated"
"SL1344_3240",1.73939406634151,8.2026298054237,102.961055583438,8.17984933479822e-06,6.86534436387539e-05,"yraP","-","Amplified"
"SL1344_4492",-2.06803246357731,4.27926404191969,102.717118195634,8.25206022479624e-06,6.91250248733417e-05,"yjjW","-","Attenuated"
"SL1344_2181",2.17101299622864,5.91901747826727,101.559168956922,8.60593885882358e-06,7.18377976464493e-05,"fruA","-","Amplified"
"SL1344_3435",1.97691720391976,6.81111919245956,101.548737856054,8.60921218896947e-06,7.18377976464493e-05,"argDb","-","Amplified"
"SL1344_4011",1.72825017097983,8.61521608202465,101.360923986735,8.66841682092907e-06,7.21921817866564e-05,"pfkA","-","Amplified"
"STnc3730",2.04224705235615,5.17038770277421,101.156092760813,8.73356843702588e-06,7.25946324418683e-05,"STnc3730","-","Amplified"
"SL1344_3133",3.22223307080186,8.00876464720469,103.161021948868,8.792855383973e-06,7.29425885906143e-05,"exbB","-","Amplified"
"SL1344_0112",2.40271638574206,6.33062548638958,100.920557376749,8.80924632723923e-06,7.29425885906143e-05,"leuB","-","Amplified"
"SL1344_1856",-4.34832320237495,9.95707392469296,104.37318120522,8.84555001193925e-06,7.31028788343025e-05,"cheA","-","Attenuated"
"SL1344_2628",2.17135307963394,7.77206557431226,100.642047749699,8.89979497534464e-06,7.3410545934296e-05,"aroF","-","Amplified"
"SL1344_1221",-1.87012686873593,10.0161027087877,100.519525889681,8.9399982535013e-06,7.36014360030623e-05,"mipA","-","Attenuated"
"SL1344_2378",-2.30336578282334,6.79423128483814,100.34484811092,8.99770972026581e-06,7.38230702789981e-05,"yfeA","-","Attenuated"
"SL1344_2765",1.73205926432824,10.4732717500297,100.334497867587,9.0011439422237e-06,7.38230702789981e-05,"mig-14","-","Amplified"
"SL1344_3973",1.46216053693151,8.40451214500442,100.180625784172,9.05239304487197e-06,7.41025115665611e-05,"rbn","-","Amplified"
"STnc3750",1.72648026983747,5.74569737288893,99.6645464211462,9.22697065928309e-06,7.53885443639152e-05,"STnc3750","-","Amplified"
"SL1344_1858",-4.61529263311149,8.89445097095229,102.948205117271,9.30021978089521e-06,7.56883019448661e-05,"motA","-","Attenuated"
"SL1344_3859",-1.99531666232687,8.68242913091186,99.4513201017646,9.30033034980541e-06,7.56883019448661e-05,"yifE","-","Attenuated"
"SL1344_3530",2.34396995175997,5.70220747909659,99.4052020525402,9.31629307666294e-06,7.56883019448661e-05,"livK","-","Amplified"
"SL1344_4312",-3.34973399673098,8.89277989267517,101.416644938883,9.3601608018017e-06,7.59017550732566e-05,"yjfO","-","Attenuated"
"SL1344_3123",-1.88995372377343,6.15390106267361,99.1712266930581,9.39780921644878e-06,7.59738936536479e-05,"hybA","-","Attenuated"
"SL1344_1668",3.03782730817535,6.04661672759599,99.1527657205822,9.40427890844877e-06,7.59738936536479e-05,"tonB","-","Amplified"
"SL1344_0806",-2.03795582491086,10.7898827518526,99.0069527768817,9.45557596481965e-06,7.61346932765381e-05,"dps","-","Attenuated"
"SL1344_4358",2.95768857269979,5.74683743972012,98.9958968044273,9.45947973950497e-06,7.61346932765381e-05,"srfJ","-","Amplified"
"SL1344_1444",-2.00585502074661,4.39464877633452,98.7984956186278,9.52952154804756e-06,7.6555597687667e-05,"ydeJ","-","Attenuated"
"SL1344_0912",2.31751025659961,6.23364917460781,98.5602848849814,9.61491063734417e-06,7.70980009098564e-05,"ycaO","-","Amplified"
"STnc3120",-3.00804531513422,4.47467415349998,98.3401210608339,9.69468451990762e-06,7.75805702604497e-05,"STnc3120","-","Attenuated"
"SL1344_1659",-2.94656922736661,5.62685986671005,98.2377117075249,9.73207387550416e-06,7.75805702604497e-05,"yciG","-","Attenuated"
"SL1344_0212",-2.70222146619192,9.57190564788761,98.2169038178797,9.73969284138911e-06,7.75805702604497e-05,"yaeH","-","Attenuated"
"SL1344_4027",-1.838558665531,9.22725436732726,98.1968964181995,9.74702574899484e-06,7.75805702604497e-05,"yneB","-","Attenuated"
"SL1344_0407",-1.80079160288804,8.11449138919194,98.0745942946378,9.79200133620303e-06,7.77950161406628e-05,"tsx","-","Attenuated"
"SL1344_0006",1.81418365090863,7.60824299332175,97.3924863898837,1.0047665465862e-05,7.94509355406332e-05,"yaaJ","-","Amplified"
"OmrB",4.81091336825309,8.48508287199549,100.781361017607,1.00494391158917e-05,7.94509355406332e-05,"OmrB","-","Amplified"
"SL1344_1316",-2.49106673742519,4.42356869817528,97.3423198744593,1.00667969052168e-05,7.94509355406332e-05,"orf408","-","Attenuated"
"SL1344_3239",1.7261437888643,8.55350378820383,97.3232045965376,1.0074098688161e-05,7.94509355406332e-05,"yraO","-","Amplified"
"SL1344_2646",1.48809214707006,9.14389885690241,97.2526447966747,1.01011091053954e-05,7.95185851837152e-05,"rpl19",NA,"Amplified"
"SL1344_3420",1.63707551549362,9.6198382451812,96.9599063719265,1.02141435708481e-05,8.02619587698335e-05,"fkpA","-","Amplified"
"SL1344_1440",1.5430533217082,6.93329459837403,96.7474302504469,1.0297180168669e-05,8.05396464418803e-05,"ydfH","-","Amplified"
"SL1344_0796",3.00666504322113,5.29312346606667,96.7455922318116,1.0297902156087e-05,8.05396464418803e-05,"rhlE","-","Amplified"
"SL1344_4026",-2.80380991260371,8.18838039864711,96.7262844588774,1.03054902262211e-05,8.05396464418803e-05,"yneA","-","Attenuated"
"SL1344_1627",1.87415699847112,6.20349204041733,96.5718327394808,1.0366443481794e-05,8.08695066554416e-05,"STM1697",NA,"Amplified"
"SL1344_4088",1.56515624244449,9.11203314446358,96.29267100981,1.04777628648155e-05,8.15903772541767e-05,"rplK",NA,"Amplified"
"SL1344_1242",-2.17753465679414,5.01714743825817,96.2022662311661,1.05141336320461e-05,8.16504486778291e-05,"astE","-","Attenuated"
"SL1344_3383",1.60609356086662,11.387490628871,96.1794671602004,1.05233308912548e-05,8.16504486778291e-05,"rpsD",NA,"Amplified"
"SL1344_0374",-1.53519962268358,7.36323690984932,96.0001350698891,1.05960268857133e-05,8.20483953170438e-05,"yaiZ","-","Attenuated"
"SLP1_0092",2.29176385045627,4.56489410674519,95.9593258563786,1.06126575305773e-05,8.20483953170438e-05,"pefI","-","Amplified"
"SL1344_2835",1.7017279130822,7.48601741217125,95.3188757340688,1.0877989734868e-05,8.38602082538723e-05,"hypB","-","Amplified"
"SL1344_1311",-2.82909087613968,14.9481534369695,95.3001141546918,1.08858870241466e-05,8.38602082538723e-05,"lpp","-","Attenuated"
"SL1344_2461",-2.46038193369088,8.28556334443189,94.9686773577528,1.1026589835446e-05,8.47740774617962e-05,"upp","-","Attenuated"
"SL1344_0412",1.40217517274526,8.92181289446705,94.9284588622612,1.10438181579809e-05,8.47740774617962e-05,"nusB",NA,"Amplified"
"SL1344_0393",1.84997339925339,7.53989648984056,94.4984179400998,1.12301587808114e-05,8.60513409954183e-05,"phoR","-","Amplified"
"SL1344_3158",-1.5969315444369,7.96153610514042,94.0095073315034,1.14468182255284e-05,8.75559819590946e-05,"yqiB","-","Attenuated"
"SL1344_0579",4.33302611443789,4.42259690655658,93.4801088508297,1.16873577000647e-05,8.92376302974852e-05,"fepG","-","Amplified"
"SL1344_0836",1.79788076992876,5.9363658679246,93.3364186792866,1.17537352234354e-05,8.9585890024559e-05,"STM0860",NA,"Amplified"
"SL1344_0161",-1.6183695817249,6.83973615837072,93.276344624475,1.1781626323732e-05,8.96400986959081e-05,"yacL","-","Attenuated"
"SL1344_0299",3.24279594003253,5.28231551380325,93.1074768659493,1.18604733102325e-05,9.00811300358149e-05,"ybeJ","SPI-6","Amplified"
"SL1344_3257",1.67183635563414,7.8601163701458,92.9115161188213,1.1952800847114e-05,9.06228169673985e-05,"truB","-","Amplified"
"SL1344_0572",2.00405528780404,5.1842174758682,92.7858839421635,1.20124667346456e-05,9.09137233463842e-05,"entD","-","Amplified"
"SL1344_4263",-3.37928057490961,11.6877947412996,92.6937331725093,1.20564687906378e-05,9.09137233463842e-05,"aspA","-","Attenuated"
"SL1344_1363",-3.93398808246056,10.250202258602,95.8310618781896,1.20677620951226e-05,9.09137233463842e-05,"sodB","-","Attenuated"
"SL1344_0870",1.3909010037264,7.97681759943842,92.6540770840892,1.20754667309871e-05,9.09137233463842e-05,"ybjR","-","Amplified"
"SL1344_1868",-2.56767553025787,8.33387475990301,92.4290725265866,1.21839719884965e-05,9.1570827802045e-05,"ftn","-","Attenuated"
"SL1344_1529",2.82708694977771,9.06579699191528,92.2603488018955,1.22661388086107e-05,9.20280396875592e-05,"ydcR","-","Amplified"
"SL1344_3919",3.28478804410657,9.05193875001801,94.1111641317333,1.2301616098702e-05,9.21237025599528e-05,"metE","-","Amplified"
"SL1344_1358",1.66641482566499,8.01792546917413,92.0904818756062,1.23495647530811e-05,9.21237025599528e-05,"ribE","-","Amplified"
"SL1344_1246",-2.72750186629714,10.0644689612299,92.0699015285284,1.23597204930787e-05,9.21237025599528e-05,"osmE","-","Attenuated"
"SL1344_2171",2.1568049978077,9.38809217730945,92.0478045952038,1.2370636268826e-05,9.21237025599528e-05,"yeiG","-","Amplified"
"SL1344_4212",-2.33409018354914,5.33661710477416,92.0174269912686,1.23856623747734e-05,9.21237025599528e-05,"STM4276",NA,"Attenuated"
"SL1344_0779",-1.67418908181813,5.96336813975152,91.8603985585401,1.24637011667571e-05,9.25445900746819e-05,"moaB","-","Attenuated"
"SL1344_0641",-1.96849678028118,8.06446054758771,91.8113625219378,1.24881968490098e-05,9.25671498395673e-05,"ybeL","-","Attenuated"
"SL1344_2037",-1.54330368904,9.02207572984963,91.522801010885,1.26335743034625e-05,9.34841158578686e-05,"gyrI","-","Attenuated"
"SL1344_2356",1.53425415969792,8.18468063418958,91.3750779507592,1.27088177557893e-05,9.38798626686218e-05,"sixA","-","Amplified"
"SL1344_2161",-1.91227277569544,7.69575027836005,91.310236089945,1.2742022519331e-05,9.39642481169123e-05,"sanA","-","Attenuated"
"SL1344_0768",-1.89095608375456,7.06613216894341,90.7584164826729,1.30290472502144e-05,9.56310228610727e-05,"hutH","-","Attenuated"
"SLP1_0068",3.57440764328992,6.71432210703338,93.8255090425431,1.30294197002964e-05,9.56310228610727e-05,"spvB","SPI-2","Amplified"
"SL1344_0616",1.81153027980037,8.64487192314882,90.7396957639989,1.30389259933858e-05,9.56310228610727e-05,"pagP","-","Amplified"
"SL1344_1205",1.34073309980944,7.78079865514754,90.7060277227087,1.30567159168224e-05,9.56310228610727e-05,"yeaS","-","Amplified"
"SL1344_3276",1.85635439873027,9.91046359625865,90.6023964240303,1.31116650248092e-05,9.58707168085199e-05,"rplU",NA,"Amplified"
"SL1344_2472",1.56673304930334,7.64723831563117,89.8496584726796,1.35196137648936e-05,9.86863177356192e-05,"guaB","-","Amplified"
"SL1344_1060",1.72085295195633,5.10172955355103,89.615636930321,1.36496731328744e-05,9.94062169010655e-05,"ycdC","-","Amplified"
"SL1344_4044",-1.3220771062108,6.98497232162119,89.5894530400802,1.36643223510273e-05,9.94062169010655e-05,"priA","-","Attenuated"
"SL1344_3043",-1.6078616626343,7.35487547294348,89.2045476584378,1.38819572085391e-05,0.00010081946699939,"yggB","-","Attenuated"
"SL1344_3529",2.15446397611988,4.75816565687757,88.9264558497906,1.40419038145367e-05,0.000101809702614977,"livH","-","Amplified"
"SL1344_2369",4.02440847812041,5.80639601794484,90.7804543602862,1.42108557616798e-05,0.000102808329693919,"lpxP","-","Amplified"
"SL1344_1000",2.33445710434595,5.05613482877133,88.5926549820005,1.42369528439779e-05,0.000102808329693919,"STM1060",NA,"Amplified"
"SL1344_1615",2.07573001404826,7.56574553226469,88.5686136858041,1.42511314689299e-05,0.000102808329693919,"ycjX","-","Amplified"
"SL1344_2896",-2.03735808473603,3.70427475542123,88.3978429112984,1.43523561956763e-05,0.000103365717242316,"ygbK","-","Attenuated"
"SL1344_1554",-2.44787264058413,7.83234978911058,88.0250189527009,1.45764967717635e-05,0.00010480501178898,"STM1624",NA,"Attenuated"
"SL1344_3528",1.93173065990723,4.93648185446009,87.4776777905347,1.49135612739632e-05,0.000106859347311478,"livM","-","Amplified"
"SL1344_4384",2.16218280324784,5.61412958919273,87.4514606216045,1.49299501407999e-05,0.000106859347311478,"treC","-","Amplified"
"STnc1670",-3.79405218283036,5.61677337194888,89.2238243896776,1.49365290748311e-05,0.000106859347311478,"STnc1670",NA,"Attenuated"
"SL1344_1620",2.81156449874399,9.13602247575359,87.3058354674984,1.50213951198024e-05,0.000107288573753026,"pspA","-","Amplified"
"SL1344_3467",-2.77378088289508,10.9126041686459,87.0284311007666,1.51975401992122e-05,0.000108367253585787,"pckA","-","Attenuated"
"STnc3070",-2.22045937775786,4.78938489519029,86.8681798785835,1.5300475496547e-05,0.000108921206752646,"STnc3070",NA,"Attenuated"
"SL1344_3390",1.54716873185838,10.5935375545253,86.8289712809054,1.53257934996667e-05,0.000108921702071766,"rpsE",NA,"Amplified"
"SL1344_3997",-1.86578303098398,4.87056063436494,86.6666597261707,1.54311622435868e-05,0.000109490187366503,"rhaS","-","Attenuated"
"SL1344_1744",-2.42847829722696,8.05855800042424,86.609784556858,1.5468298827539e-05,0.000109573466571434,"minE",NA,"Attenuated"
"SL1344_1281",2.43204134969017,7.22538885051773,86.0816732089711,1.58185319119055e-05,0.000111870732242558,"aroH","-","Amplified"
"SL1344_4283",-2.20106047139398,5.9006786286122,86.0067168842517,1.58690432675272e-05,0.000112044276032917,"yjeO","-","Attenuated"
"SL1344_0440",-1.95663924217231,8.40625645788518,85.6635359511075,1.61029021529925e-05,0.000113509673019624,"bolA","-","Attenuated"
"SL1344_3187",2.62052409489257,5.32415437730447,85.4859099702816,1.62256402383305e-05,0.000114188274042672,"yqjH","-","Amplified"
"SLP1_0053",1.79250477611216,5.85969546765645,85.2788158330366,1.6370224019128e-05,0.000115018153776088,"samB","-","Amplified"
"SL1344_3129",-3.01904773225331,6.48633513558202,86.9188568656105,1.64247836869888e-05,0.000115039571443155,"STM3155",NA,"Attenuated"
"SL1344_0884",1.49865175816891,10.6111143372217,85.1986780599059,1.64266054726433e-05,0.000115039571443155,"clpA","-","Amplified"
"SL1344_3293",-1.73160869834215,9.09229224848298,85.0977421537394,1.64979661829175e-05,0.00011529950540605,"yhbH","-","Attenuated"
"SLP1_0003",1.47531073582348,7.53721218934077,85.0706652452014,1.65171753224244e-05,0.00011529950540605,"traI","-","Amplified"
"SL1344_2752",-1.84889965842071,8.69811231702716,84.7770100281044,1.67273133197431e-05,0.000116577753895593,"STM2767",NA,"Attenuated"
