"locus_tag","logFC","logCPM","F","PValue","FDR","gene_name","spi","DE"
"SL1344_1624",-0.940835670171329,5.53201309688997,20.1531696487887,0.00208213552103747,0.00532444139760263,"sapC","-","Unchanged"
"SL1344_2105",-1.04622419323901,4.92258288532735,20.1359336872188,0.00208739643500751,0.00533473235818863,"yegO","-","Unchanged"
"SL1344_4050",1.16944107935893,7.6355192078068,20.1050877717109,0.00209685321264615,0.00535340611002448,"metL","-","Unchanged"
"SL1344_1272",0.738939576398273,10.9289083283729,20.1040085485804,0.00209718505469202,0.00535340611002448,"pheT",NA,"Unchanged"
"SL1344_2474",0.786200764579188,6.04929316463613,20.0730102267441,0.00210674468888066,0.00537458871407188,"shdA","-","Unchanged"
"STnc3300",-1.54997632293668,4.1751371415469,20.0690336451351,0.00210797498938563,0.00537458871407188,"STnc3300","-","Unchanged"
"SL1344_0569",1.66502007984072,5.12422868160383,20.1579550546349,0.00210980020704876,0.0053760650284751,"ramA","-","Unchanged"
"SL1344_2582",-0.846000927708347,5.19347443359584,20.0254329139954,0.00212152379231564,0.00540041005520935,"STM2620",NA,"Unchanged"
"SL1344_2624",-1.21068200119795,11.798154206436,20.0243621099554,0.00212185791459895,0.00540041005520935,"yfiA","-","Unchanged"
"SL1344_0403",0.654879116397322,8.146120790428,20.0203391325403,0.00212311379191184,0.0054004203409833,"secF","-","Unchanged"
"SL1344_1731",-0.772537320264903,8.48580627009368,20.0011457714513,0.00212911835934387,0.00541250241733027,"dadA","-","Unchanged"
"SL1344_3937",-0.607317106331793,7.68374665509045,19.9876787639167,0.00213334418714123,0.00542005113270157,"pepQ","-","Unchanged"
"STnc4100",-1.34685928855598,3.43455253700321,19.9727471010603,0.00213804192458448,0.00542584238260057,"STnc4100","-","Unchanged"
"SL1344_0625",0.910408513250521,7.55904318927122,19.9724386856203,0.00213813909374617,0.00542584238260057,"dacA","-","Unchanged"
"SL1344_3910",1.12983471641545,4.12954748619862,19.9409125327931,0.00214810101044439,0.00544791755382546,"yigI","-","Unchanged"
"SL1344_1062",0.91986610413386,7.48513970556565,19.9311782557533,0.00215118869980149,0.00545254292064844,"putA","-","Unchanged"
"SL1344_3448",-0.634584838925259,7.94533245645388,19.9197926635605,0.00215480725376655,0.00545850762932994,"trpS","-","Unchanged"
"SL1344_1418",-1.56735387171735,7.61003237956311,20.209194534857,0.00215952629087961,0.00546725141951564,"mlc","-","Unchanged"
"SL1344_2985",-2.75097729691305,7.5407675063438,20.1953747266028,0.00216383456202688,0.00547494563084102,"ygdR","-","Unchanged"
"SL1344_3824",2.58265595022977,7.88049730671886,20.1652173383054,0.00217327366205378,0.00549560526266119,"pstS","-","Unchanged"
"SL1344_1741",-0.935147562924878,6.4452226365266,19.7899602302072,0.00219661571276969,0.00555137679255327,"ycgL","-","Unchanged"
"SL1344_1194",-0.896112713757365,4.67709145258584,19.7576527286582,0.00220717715119018,0.00557480224252602,"STM1258",NA,"Unchanged"
"SLP1_0022",1.56660604350225,4.64073460504728,19.708841814621,0.00222325479917296,0.00561212475344186,"traC","-","Unchanged"
"SL1344_2198",-0.853735831094357,5.79864048541261,19.6622980816697,0.00223872281050432,0.00564786561667582,"bcr","-","Unchanged"
"SL1344_4020",-1.41466860723239,5.15330119419758,19.6511321210085,0.00224245369753081,0.00565397150856103,"STM4071",NA,"Unchanged"
"SL1344_3725",1.24523221271495,4.67085832480339,19.5959022658691,0.00226102286749395,0.0056974606602622,"marT","SPI-3","Unchanged"
"SL1344_0148",-1.09860549076669,3.76803094304324,19.5867538720424,0.00226411731226684,0.00570192766206606,"STM0148",NA,"Unchanged"
"SL1344_0694",0.759072905289322,6.53479655368854,19.5424346792031,0.00227918376120949,0.00573652202208737,"ybgK","-","Unchanged"
"SL1344_2005",-1.32084566715615,5.42796803230189,19.5295484400569,0.00228358807708316,0.00574425595599812,"cbiF","-","Unchanged"
"SL1344_1428",-1.09523437763467,3.95877648659153,19.5076596814715,0.00229109382700689,0.00575977783782503,"dmsA2","-","Unchanged"
"SL1344_4340",1.26405040625212,8.03973159771472,19.6507231672656,0.0023040478139033,0.00578897045380247,"ytfL","-","Unchanged"
"SL1344_0232",0.676515327242264,8.71543029464178,19.456295275202,0.00230882886680496,0.00579760636286182,"dnaE",NA,"Unchanged"
"SL1344_1006",-1.33867178063337,9.77773204719021,19.6300744247245,0.0023111015334918,0.0057999371817822,"rmf","-","Unchanged"
"STnc710",-1.19278957178122,7.84598472092964,19.4313562429325,0.00231750192811654,0.00581261820807834,"STnc710",NA,"Unchanged"
"SL1344_1413",-2.03336120677285,4.59334295917461,19.7058046389832,0.0023236953101064,0.00582476558268391,"ydgE","-","Unchanged"
"SL1344_0571",0.991771201502283,5.95366987969584,19.4041104985272,0.00232702399241961,0.00582972212735086,"ybdK","-","Unchanged"
"SL1344_1939",-1.28902256156247,4.13035745403409,19.3842515060239,0.00233399543199252,0.00584379355404279,"SL1344_1939","-","Unchanged"
"SL1344_1750",0.722476393876902,6.26440200954249,19.3531933285703,0.0023449509570721,0.00586590101363041,"yoaA","-","Unchanged"
"SL1344_3563",-1.06911657487147,5.46405371808933,19.3515156969531,0.00234554456386473,0.00586590101363041,"STM3598",NA,"Unchanged"
"SL1344_3906",0.605038447169496,6.24951040477799,19.3141180102185,0.00235882632324021,0.00588961425596022,"corA","-","Unchanged"
"SL1344_3432",-0.924294213395005,7.29423814156735,19.3139220011507,0.00235889618405551,0.00588961425596022,"yhfA","-","Unchanged"
"SLP1_0028",2.03113383258738,3.47422894227377,19.3132877449123,0.00235912226108003,0.00588961425596022,"traB","-","Unchanged"
"SL1344_3360",-1.16911174174261,4.91959334801763,19.2341215182902,0.0023875554580893,0.0059571510967017,"yhdU","-","Unchanged"
"SL1344_2772",-1.21343272682264,5.59781910315125,19.2236825746438,0.00239133672033499,0.00596313676966771,"STM2788",NA,"Unchanged"
"SL1344_1326",0.75310802981354,8.74424570805052,19.1692714744496,0.00241116802837189,0.00600911546758888,"spiR",NA,"Unchanged"
"SL1344_3020",0.56873270868092,6.77275553160012,19.1454045800071,0.00241993195930166,0.00602747486860701,"xerD","-","Unchanged"
"SL1344_1649",-0.825598842967381,6.56828593190767,19.1411000671886,0.00242151683147338,0.00602794207211549,"yciK","-","Unchanged"
"SL1344_0131",-0.638045558737029,8.24180477477565,19.1031168560449,0.00243555844375832,0.00605939972685893,"ftsQ",NA,"Unchanged"
"SL1344_4487",0.631696107111705,5.97439603618339,19.0603220277532,0.00245150148958787,0.00609554894875048,"yjjG","-","Unchanged"
"SL1344_3310",2.6028021344223,8.57781610770973,19.3259605718925,0.00245808791633443,0.00610840511006147,"nanT","-","Unchanged"
"SL1344_3050",-1.13875900135549,4.88607363536419,19.0150665446196,0.00246850403007585,0.0061307578501711,"STM3074",NA,"Unchanged"
"SL1344_0049",0.967530564016737,6.90580855352049,19.0043101926063,0.00247256695837442,0.00613731522349093,"fkpB","-","Unchanged"
"SL1344_0235",-0.754736995817009,6.85018331732384,18.9701132531706,0.00248553984298108,0.00616596830512959,"ldcC","-","Unchanged"
"SL1344_2803",0.605601700589079,7.88576491734815,18.9494361098587,0.00249342534711983,0.00618197525716951,"gshA","-","Unchanged"
"SL1344_1522",-1.4646470645863,5.4285322954662,18.9455295815534,0.00249491867917277,0.00618212474552057,"ydcZ","-","Unchanged"
"SL1344_3684",1.05488820673169,6.96395556656834,18.9065596604616,0.00250987718509193,0.00621562007835052,"rfaI","-","Unchanged"
"SL1344_2614",0.776778774888464,5.26669186223308,18.8957492115532,0.00251404668345161,0.00622237371911088,"yfiP","-","Unchanged"
"SL1344_1592",-0.869557270409309,9.29306557514814,18.8741071769623,0.00252241999352646,0.0062395182638034,"ydaA","-","Unchanged"
"SL1344_0666",1.30690366132025,7.65038947050445,19.0287009143563,0.00252899957477865,0.00625220869088545,"nagB","-","Unchanged"
"SL1344_3229",-1.71172178363369,3.00163507637029,18.8496022148802,0.00253194327926018,0.00625590109205522,"STM3256",NA,"Unchanged"
"SL1344_3349",-0.718154509218512,6.67289061930663,18.8246011253275,0.00254170593618777,0.0062764278241065,"yhdH","-","Unchanged"
"SL1344_3453",0.768464710378539,8.30714647209417,18.8155422925112,0.00254525497340166,0.00628159608424185,"aroB","-","Unchanged"
"SL1344_2572",-1.01434201422508,4.42144027492031,18.8062175565175,0.00254891468535109,0.00628703141944231,"STM2608",NA,"Unchanged"
"SL1344_1053",1.42227718969845,4.36783351328862,18.7995297217812,0.00255154355201636,0.00628991936194205,"scsB","-","Unchanged"
"SL1344_2412",0.620824362625394,6.11208514466453,18.7671814518255,0.00256430722705523,0.00631614086137965,"STM2449",NA,"Unchanged"
"SL1344_1025",1.00670766447477,8.96943904277082,18.7651570288642,0.00256510866693026,0.00631614086137965,"yccA","-","Unchanged"
"SL1344_2194",0.829749998641961,7.09675325391574,18.7543571732,0.00256938949152083,0.00632307259921327,"yejB","-","Unchanged"
"SL1344_1092",0.782734372216037,6.58441737405484,18.7411110158836,0.00257465222965697,0.00633241147020535,"htrB",NA,"Unchanged"
"SL1344_1091",-0.89310771850982,4.6011629801309,18.6959964868986,0.00259267820479065,0.00637311326237427,"yceE","-","Unchanged"
"SL1344_1711",-0.990542206084161,5.5307959222972,18.6635901166142,0.00260572436139227,0.00640153467827235,"pth","-","Unchanged"
"SL1344_4298",0.88409425760855,9.68673659731652,18.6456620542226,0.00261297725489888,0.00641569941811826,"hflC","-","Unchanged"
"SL1344_3555",0.678342381844658,8.20226323261306,18.6177713977757,0.00262431102761469,0.00643986221452206,"uspB","-","Unchanged"
"SL1344_2860",-3.43397794938035,8.99001120598742,18.884037903436,0.00262701511499629,0.00644283297674473,"iacP","SPI-1","Unchanged"
"SL1344_1389",1.34341385343523,7.28776460273498,18.7086289240749,0.0026555348494542,0.00650907803440082,"rnfC","-","Unchanged"
"SL1344_0020",1.49147171867746,3.12697390703888,18.5098312903961,0.00266875999342171,0.00653778001795643,"STM0020",NA,"Unchanged"
"SL1344_4458",-0.816102031018155,5.55490353458259,18.4987151300228,0.00267339105229754,0.0065454080588034,"mrr","-","Unchanged"
"SL1344_0134",0.768405411773419,10.4270392382832,18.4395615921538,0.00269820518170768,0.00660241472143332,"lpxC","-","Unchanged"
"SL1344_2654",-0.713024225476083,8.83832094094861,18.4273768057788,0.00270335240734711,0.00661125979892032,"grpE","-","Unchanged"
"SL1344_1843",0.919431358937804,4.52048608569786,18.4218025373544,0.0027057112581368,0.00661327952838649,"yecM","-","Unchanged"
"SL1344_4112",-0.647243699524708,6.43379912865751,18.3349938108159,0.00274278161032853,0.00669645198588057,"hydH","-","Unchanged"
"STnc3420",-2.12262617363374,3.07465876135721,18.3327918918586,0.00274373017219111,0.00669645198588057,"STnc3420","-","Unchanged"
"SL1344_4230",0.743801000327296,8.3140933608527,18.3312453727813,0.00274439664140863,0.00669645198588057,"yjdB","-","Unchanged"
"SL1344_3558",0.790846720442252,5.50384242081561,18.2786362832182,0.00276718997970613,0.00674825187815278,"yhiQ","-","Unchanged"
"SL1344_0286B",-0.740124572856217,6.8271368142896,18.2376943457951,0.00278509308085957,0.0067880743225018,"STM0292",NA,"Unchanged"
"SL1344_1579",-0.840900844989675,5.79640181128593,18.2201531734902,0.00279280798092771,0.00680242216362114,"STM1649",NA,"Unchanged"
"SL1344_0529",-0.670304359638472,8.3832217085677,18.2171454172857,0.00279413353591485,0.00680242216362114,"ppiB","-","Unchanged"
"SL1344_0677",1.09163061517718,4.7883494692629,18.1922826730612,0.00280512116083934,0.00682532018491874,"ybfE","-","Unchanged"
"SL1344_3989",1.56798966208087,4.47403658304544,18.1747930912311,0.0028128828710831,0.00683994284251542,"STM4041",NA,"Unchanged"
"SL1344_1100",-1.11636405733475,7.28758891593524,18.1716020451642,0.00281430193450739,0.00683994284251542,"pyrC","-","Unchanged"
"SL1344_3348",-0.742619637305794,7.48285233348712,18.1578353249664,0.00282043433126631,0.00685098744655566,"yhdA","-","Unchanged"
"SL1344_4418",-0.892733240955626,7.72832570060482,18.1489665162799,0.00282439383654503,0.00685674451933328,"STM4489",NA,"Unchanged"
"SL1344_1442",0.744785239606317,6.70659110204183,18.0919441145892,0.002850019048647,0.00691506309103665,"dcp","-","Unchanged"
"SL1344_0933",1.22535347773945,7.88379120162755,18.2109618821736,0.00286853620566931,0.00695607936551851,"ycbK","-","Unchanged"
"SL1344_3893",-0.55677065365866,8.19842623905271,18.0136965763005,0.00288565963261781,0.00699367171635575,"hemC",NA,"Unchanged"
"SL1344_0893",-0.867918669742122,5.8220186834152,18.0028658738546,0.00289063684883496,0.00700180087921058,"aat","-","Unchanged"
"SL1344_1672",-0.934766880706673,5.77131915638073,17.9331163804568,0.00292294958838703,0.00707514464692459,"STM1741",NA,"Unchanged"
"SL1344_1298",-0.687450713361469,6.26623118445127,17.9304446442266,0.00292419631559262,0.00707514464692459,"ydiK","-","Unchanged"
"SL1344_2335",0.86006549679278,8.45562937781436,17.9184825760424,0.00292978643644715,0.00708469657333689,"accD",NA,"Unchanged"
"SL1344_4260",0.939720841248649,6.62640226266346,17.9077130182704,0.00293483075565774,0.00709291870022829,"dipZ","-","Unchanged"
"SL1344_1872",0.712564690253128,7.82360550599724,17.8268884608603,0.00297303807776423,0.007181235312136,"STM1939",NA,"Unchanged"
"SL1344_0430",0.608771931387105,6.53952654076126,17.8030948602495,0.00298440461273043,0.00720465668680418,"yajR","-","Unchanged"
"OxyS",3.51813765583726,5.77640267799369,18.0214395269836,0.00300112128278011,0.00724027997233704,"OxyS","-","Unchanged"
"SL1344_4512",-0.623862873931475,6.54589486869439,17.7654131045301,0.00300251758704473,0.00724027997233704,"gpmB","-","Unchanged"
"SL1344_0046",0.870894222483984,7.61353413347384,17.7418654498524,0.00301390665353949,0.00726145489461455,"ribF",NA,"Unchanged"
"STnc3500",-1.72390844980577,2.83001834367364,17.7403010535637,0.00301466521007294,0.00726145489461455,"STnc3500","-","Unchanged"
"SL1344_4047",1.00239340293348,4.41267100962911,17.7179708077945,0.00302551905130365,0.00728353191256917,"STM4098",NA,"Unchanged"
"SL1344_4343",0.646650847383679,9.25924151980213,17.66891026879,0.00304953829034006,0.00733726056024933,"ytfN","-","Unchanged"
"SL1344_4400",-0.766271555218186,7.47832617617567,17.6546646436729,0.00305655753804195,0.00735004973194703,"yjgD","-","Unchanged"
"SL1344_2265",0.660164890866415,7.1010834133029,17.6388584226208,0.00306436949893798,0.00736472981527489,"ais","-","Unchanged"
"SL1344_3526",1.25869289413791,3.87462811615007,17.6276938561264,0.00306990251262576,0.0073739195097258,"livF","-","Unchanged"
"SLP1_0074",1.39132756996361,3.22261510454629,17.6200091290936,0.00307371825387996,0.00737646940910946,"PSLT033",NA,"Unchanged"
"SL1344_2629",-1.20002490935109,5.68769406772282,17.6123340387439,0.00307753515655009,0.00737646940910946,"yfiR","-","Unchanged"
"SL1344_0087",-0.815169351757302,5.9373275226967,17.61187050046,0.00307776586952191,0.00737646940910946,"kefC","-","Unchanged"
"SL1344_0803",-0.770525519181929,6.94954092878776,17.6117946022732,0.00307780364775082,0.00737646940910946,"glnQ","-","Unchanged"
"SL1344_1470",-0.673810977503659,6.695314917387,17.5855703044464,0.0030908916934411,0.00740372391199605,"STM1541",NA,"Unchanged"
"SL1344_3913",0.907127752081259,5.41553312832431,17.5771573529963,0.00309510523815427,0.00740970255127499,"rhtC","-","Unchanged"
"SLP1_0004",1.18414430769051,3.65756021226145,17.5704577313799,0.00309846583853558,0.00741363373679561,"trbH","-","Unchanged"
"SL1344_0449",0.864974087843476,6.06741043310056,17.5440702536982,0.00311174672243887,0.00744128345931334,"ybaX","-","Unchanged"
"SL1344_0495",-1.04012570406826,4.08012398739563,17.5240742524671,0.00312185839714208,0.00746132804724152,"ybbL","-","Unchanged"
"SL1344_1810",0.943301219522574,4.15418036962647,17.5162185949765,0.00312584217155614,0.00746671269551117,"holE","-","Unchanged"
"SLP1_0052",0.876242673372599,5.44442729544337,17.4676728797392,0.00315060289997782,0.00752169391837538,"samA","-","Unchanged"
"SL1344_3337",0.99744539494435,4.16300469794883,17.4183836495285,0.00317599537904179,0.00757812171747029,"yhcQ","-","Unchanged"
"SL1344_0726",1.12669409835503,6.28294494764143,17.4024821591195,0.00318424219055144,0.00759359912108287,"ybgC","-","Unchanged"
"SL1344_2293",-0.666506799058543,8.43867858570818,17.3940985057327,0.00318860093752948,0.00759973480569398,"nuoF","-","Unchanged"
"SL1344_0224",0.62209207692635,9.25606885123127,17.3907607209719,0.00319033837114321,0.00759973480569398,"yaeL","-","Unchanged"
"SL1344_3415",0.71152096011317,9.68400794263455,17.364092950012,0.00320426266168727,0.00762869156871904,"rpsL",NA,"Unchanged"
"SL1344_2974",0.575207674040639,7.34049915125645,17.3324134177909,0.00322090312394654,0.00766407946867367,"recC","-","Unchanged"
"SL1344_1555",1.20076550461075,8.00531267362945,17.4653682247861,0.00322957942488265,0.00768048822433504,"ydcI","-","Unchanged"
"SL1344_4030",-0.819961397534639,9.09344322269287,17.305449078879,0.00323515239284802,0.00768950271225694,"tpiA","-","Unchanged"
"SL1344_0442",-0.62918890888777,9.00177295884543,17.3000552416934,0.00323801225473144,0.00769206215138295,"clpP",NA,"Unchanged"
"SL1344_4508",-0.694370314316844,8.74786430713511,17.246495287973,0.00326658324986313,0.00775566325806799,"yjjK","-","Unchanged"
"SL1344_0953",-1.68207067901571,2.3825795417637,17.2173950654058,0.00328223922702489,0.00778714586987334,"STM1015",NA,"Unchanged"
"SL1344_3816",-0.852753596526022,6.29306328544707,17.2151453740024,0.00328345348569764,0.00778714586987334,"yieE","-","Unchanged"
"SL1344_4506",0.69502114087146,6.06990411482052,17.1989048546054,0.00329223597508436,0.00780368461346919,"radA","-","Unchanged"
"SL1344_3618",1.63954388210948,6.72866254979271,17.4062004308576,0.00330965265358013,0.00784065982841553,"STM3652",NA,"Unchanged"
"SL1344_0686",1.15558614660892,3.56909100562786,17.1590276614509,0.00331392610671417,0.00784647487616078,"kdpC","-","Unchanged"
"SL1344_2137",0.743727566083447,6.6154516387855,17.1185948001619,0.00333610203391351,0.00789464847740146,"yehU","-","Unchanged"
"SL1344_0801",0.983591398734999,4.97045159331942,17.0188825272539,0.0033915923984271,0.00802156228443779,"ybiN","-","Unchanged"
"SL1344_0370",0.650649127882105,5.87417860482705,17.0117787433603,0.00339558976840762,0.0080266160333756,"ampH","-","Unchanged"
"SL1344_1700",-0.719096213799038,7.52709936291925,16.9854196150462,0.00341047412511227,0.00805738520029262,"kdsA","-","Unchanged"
"SL1344_1208",1.07121454659066,4.45702699251333,16.9270870940549,0.00344370551530216,0.00813144257964616,"STM1273",NA,"Unchanged"
"SL1344_0210",1.08527723834218,8.75153087005655,16.9086116666416,0.00345431549217206,0.00815203338798154,"htrA","-","Unchanged"
"SL1344_2893",-1.47813386778169,3.65488887983949,16.9005868536543,0.00345893673038327,0.00815443383666886,"STM2914",NA,"Unchanged"
"SL1344_1933",-1.31522141703139,3.73505979987063,16.9002808502691,0.00345911310178582,0.00815443383666886,"SL1344_1933","-","Unchanged"
"SL1344_2402",1.05720156688989,5.00756096219372,16.8897281114368,0.00346520230925745,0.00816432701372836,"yfeL","-","Unchanged"
"STnc3480",-1.05278154673982,3.75545509167116,16.8767960790125,0.00347268280213348,0.00817748559410689,"STnc3480","-","Unchanged"
"SL1344_4049",1.79568419420644,6.90939493556553,17.1042078901124,0.00347572994801168,0.00818019585145793,"metB","-","Unchanged"
"SL1344_3632",-0.675935088224391,5.92902493716083,16.8638325677541,0.00348020187181344,0.008186254566523,"yiaJ","-","Unchanged"
"SL1344_0387",0.643302939767062,6.37125127177207,16.8600183220194,0.00348241809543959,0.00818700363145852,"rdgC","-","Unchanged"
"SL1344_0350",-1.0388170796465,3.71767026866188,16.8386156329779,0.00349488681574416,0.00821184189712434,"STM0355",NA,"Unchanged"
"SL1344_2252",-0.983799297255014,6.25860746327305,16.8210392921675,0.00350516834998196,0.00823067530739911,"glpT","-","Unchanged"
"SL1344_1360",1.52005511877069,6.94153751792434,17.0498717401662,0.00350671794506249,0.00823067530739911,"ydhC","-","Unchanged"
"SL1344_1571",-0.542063889908072,7.71846384535778,16.8144321967478,0.00350904308887949,0.00823165409756723,"hrpA","-","Unchanged"
"SL1344_2195",0.774497662038757,6.20677680713215,16.7563696051608,0.00354332641646156,0.00830755986989954,"yejE","-","Unchanged"
"STnc1990",-1.15100192883615,5.09387805849062,16.7475650225709,0.00354856179697502,0.00831531536781654,"STnc1990","-","Unchanged"
"SL1344_1749",1.39788287577858,5.89301777958323,16.8670249893354,0.00356152671253287,0.00834116516713725,"yeaZ",NA,"Unchanged"
"SL1344_2786",-0.84770203554213,7.56986205709073,16.7055109824994,0.00357370243261894,0.00836513960624966,"ygaM","-","Unchanged"
"SL1344_0086",-0.863580572910099,4.76123538618986,16.702163308424,0.00357571332972399,0.00836530764882283,"yabF","-","Unchanged"
"SL1344_2327",-0.875872454362857,4.67357737183938,16.697925704607,0.00357826083281007,0.00836673020744858,"STM2358",NA,"Unchanged"
"SLP1_0039",1.98946361594258,3.53627805224717,16.6935730574888,0.00358087986986113,0.00836831839576432,"PSLT068",NA,"Unchanged"
"SL1344_0225",0.619756756203887,10.3671800416081,16.6762575263259,0.00359132269401188,0.00838817872331742,"yaeT",NA,"Unchanged"
"STnc3600",-2.16489375334683,3.03386654238203,16.7815100684615,0.00361241551206247,0.00843287906874324,"STnc3600","-","Unchanged"
"SL1344_2658",-0.609973596394652,6.4389612705924,16.6318628021552,0.00361827200692713,0.00844198238933675,"rnfH","-","Unchanged"
"SL1344_2247",-0.593108477682432,7.58556944977158,16.6102671962016,0.00363147320911372,0.0084682029319549,"nrdB",NA,"Unchanged"
"SL1344_2566",-1.12461111895989,3.54994294943534,16.5839552267055,0.00364763935337567,0.00850130533250277,"STM2602",NA,"Unchanged"
"SL1344_3309",2.39532786902504,6.60567111257267,16.8023624657513,0.00365236118563528,0.00850771390649601,"nanE","-","Unchanged"
"SL1344_3032",0.572142418541929,7.14724594996745,16.4890428758472,0.00370671020763599,0.00862639498082573,"visC","-","Unchanged"
"SL1344_1455",0.989778297504,4.59708385127655,16.4880885671066,0.00370731022124499,0.00862639498082573,"yneH","-","Unchanged"
"SL1344_1057",-0.806509761983488,7.77863634920588,16.4661120315267,0.00372116160155423,0.00865395749277895,"yccJ","-","Unchanged"
"SLP1_0070",2.02741153455839,3.47592409412665,16.4342944316641,0.00374133101330626,0.00869617564191982,"spvD","-","Unchanged"
"SL1344_1072",-0.777174399573431,6.42044186700495,16.3617115878458,0.00378785830066806,0.00879958034953259,"ycdW","-","Unchanged"
"SL1344_2948",-0.747851090588478,6.09294322073789,16.3277396926729,0.00380988475199373,0.00884598644784767,"queF","-","Unchanged"
"SL1344_1644A",-1.01966451266423,7.33848471138289,16.3234328686429,0.00381268865934782,0.00884773473718478,"ymiA","-","Unchanged"
"SL1344_0242",0.779064855257877,6.73441039148483,16.3076570246372,0.00382298150266342,0.00886685064649999,"cutF","-","Unchanged"
"SL1344_2193",-0.612759776083127,6.72019724808184,16.2994525770292,0.00382834823724202,0.00887452675736811,"yejA","-","Unchanged"
"SL1344_4284",-0.554881639859299,7.19072221768396,16.282078683373,0.0038397442133602,0.00889616355340274,"yjeP","-","Unchanged"
"SL1344_0498",0.902276382405792,5.62352767668916,16.2636378825374,0.00385188666171984,0.00891950566755737,"ybbO","-","Unchanged"
"SL1344_2574",-1.15983106925667,4.60260061838927,16.2490692100056,0.0038615136096611,0.00893700091849678,"STM2610",NA,"Unchanged"
"SL1344_1993",-0.708691432314441,5.50549066221029,16.2325658465666,0.0038724555402897,0.00895751914252535,"cobS","-","Unchanged"
"SL1344_2000",-1.05054781999885,5.09436988700438,16.2186575231313,0.00388170718781404,0.00897410761427105,"cbiL","-","Unchanged"
"SL1344_1195",-1.16894841068874,3.97199413717649,16.1461231463341,0.00393040876275793,0.00908183363820981,"STM1259",NA,"Unchanged"
"SL1344_2592",-3.09732477041994,2.67936829694386,16.314066051127,0.00396276985780808,0.0091517072626253,"cIIa","-","Unchanged"
"SL1344_4338",-0.563391952848374,6.20157582725655,16.0741450696788,0.00397949806041674,0.00918542248937282,"ytfJ","-","Unchanged"
"SL1344_0994",-0.871003387953387,4.8669444889675,16.033252371562,0.00400773029966999,0.00924564091592317,"STM1054",NA,"Unchanged"
"SL1344_1940",-1.30881856358871,4.74668499534416,15.9856023548608,0.00404094598862054,0.00931728540615125,"SL1344_1940","-","Unchanged"
"SL1344_2350",-0.733469306690253,5.8963858586681,15.9368634081144,0.0040752793504551,0.00939142901595261,"yfcM","-","Unchanged"
"SL1344_2545",0.602649479274652,8.76735520272662,15.9280465774242,0.00408152931849268,0.00940081018685394,"lepA","-","Unchanged"
"SL1344_2899",-0.919469089351152,5.16089917323102,15.8712830116387,0.00412205686482472,0.00948908928220588,"STM2920",NA,"Unchanged"
"SL1344_3144",-1.54974467442603,2.29916964751494,15.8442844446659,0.00414151047926844,0.00952878731070082,"STM3170",NA,"Unchanged"
"SL1344_0349",1.05205897985527,3.06616801576917,15.7779497589963,0.00418979962216196,0.00963475243603769,"STM0354",NA,"Unchanged"
"SL1344_0920",1.21906656313825,4.91659552946407,15.7352774792772,0.00422123768164103,0.00970187499126233,"rec2","-","Unchanged"
"SL1344_0618",-1.12090847187811,6.20732666059297,15.7938800327924,0.00422516601964994,0.00970573280552175,"ccrB","-","Unchanged"
"SL1344_1570",-0.684521764052637,5.92114747068819,15.7146591185674,0.00423653410193564,0.00972666743786607,"ydcF","-","Unchanged"
"SLP1_0077",0.907903998488979,6.55355953564073,15.7061825682081,0.00424284291338531,0.00973597038741714,"PSLT030",NA,"Unchanged"
"SL1344_2322",0.603519932801852,6.13263648198158,15.6863075079725,0.00425768160450344,0.00976482639118972,"hisQ","-","Unchanged"
"SL1344_1320",-0.830126816578299,7.42466993165014,15.6831393102972,0.00426005299845127,0.00976507366382507,"ttrS","-","Unchanged"
"SL1344_0396",0.776395454285506,5.01229843645757,15.6305271884939,0.00429967685349983,0.00985066699203307,"malZ","-","Unchanged"
"SL1344_1169",0.57513709273885,10.6892666489272,15.5743994174703,0.00434246038439931,0.00994340451077421,"phoP","-","Unchanged"
"SL1344_3215",-1.33966380252413,5.22812365250749,15.5422730136575,0.0043671896315661,0.00999472470587595,"tdcC","-","Unchanged"
"SL1344_4032",-0.831879015828106,5.27595285389968,15.5155191441213,0.0043879185557515,0.0100368402171325,"yiiR","-","Unchanged"
"SL1344_4064",0.623030450526413,6.85781482320174,15.5105887034916,0.0043917521478269,0.0100383045675978,"pflC","-","Unchanged"
"SL1344_2484",0.609980405283399,8.44310769628638,15.5087118558412,0.0043932125692222,0.0100383045675978,"hisS",NA,"Unchanged"
"SL1344_0328",-0.733908944872398,4.93718479428637,15.4888478219907,0.00440870673514793,0.010066883003873,"STM0333",NA,"Unchanged"
"SL1344_3567",-0.717251846786054,5.28160755402298,15.4866991299383,0.00441038685148818,0.010066883003873,"STM3602",NA,"Unchanged"
"SL1344_2931",0.61205133543235,10.3050888711363,15.4740025436565,0.00442033107199704,0.0100842455021656,"eno","-","Unchanged"
"SL1344_3669",-0.728157032117927,8.0614220766492,15.4594374968705,0.00443177343358927,0.0101050055985751,"yibN","-","Unchanged"
"SL1344_2892",-0.914143036911319,5.21723794991632,15.4360168026728,0.00445025098764959,0.0101388555073868,"STM2913",NA,"Unchanged"
"SL1344_2810",-0.577522859319158,6.30175597769768,15.4346661768906,0.00445131950185227,0.0101388555073868,"ygaD","-","Unchanged"
"SL1344_1450",2.07902024542044,4.28413592251075,15.6146522712309,0.0044677613745703,0.0101709353930851,"marR","-","Unchanged"
